,Unnamed: 0,method_str,masked_method,method_name,prediction,prediction_scores,prediction_weighted_score,c2v_pred,c2v_prediction_scores,c2v_prediction_weighted_score
809,809,"public void setOrigin(float originX, float originY) {this.originX = originX;this.originY = originY;dirty = true;}
","public void [MASK](float originX, float originY) {this.originX = originX;this.originY = originY;dirty = true;}
",setOrigin,"[{'value': ['dirty'], 'probability': 0.9202865362167358}, {'value': ['clean'], 'probability': 0.06316136568784714}, {'value': ['paint'], 'probability': 0.0023720785975456238}, {'value': ['flush'], 'probability': 0.0014982129214331508}, {'value': ['clear'], 'probability': 0.0007632837514393032}]","[0.27737847, 0.5305215, 0.3280287, 0.280057, 0.6369313]",0.2904599885602869,"[{'value': ['set', 'origin'], 'probability': 0.9992559552192688}, {'value': ['set', 'query'], 'probability': 0.00021190469851717353}, {'value': ['set', 'depth'], 'probability': 0.00016838892770465463}, {'value': ['set', 'red'], 'probability': 8.87572459760122e-05}, {'value': ['set', 'region'], 'probability': 5.659839007421397e-05}, {'value': ['set', 'origin', 'x'], 'probability': 5.0054815801559016e-05}, {'value': ['get', 'origin', 'x'], 'probability': 4.5669319661101326e-05}, {'value': ['set', 'origin', 'y'], 'probability': 4.4567164877662435e-05}, {'value': ['set', 'color'], 'probability': 4.225736120133661e-05}, {'value': ['parameterize'], 'probability': 3.592846405808814e-05}]","[0.80866706, 0.76398927, 0.7943753, 0.8423104, 0.8155878, 0.7503884, 0.62854356, 0.64905185, 0.80587685, 0.0]",0.8086112008632061
810,810,"public void setPosition(float x, float y) {this.x = x;this.y = y;dirty = true;}
","public void [MASK](float x, float y) {this.x = x;this.y = y;dirty = true;}
",setPosition,"[{'value': ['dirty'], 'probability': 0.45329174399375916}, {'value': ['paint'], 'probability': 0.27438315749168396}, {'value': ['clean'], 'probability': 0.07784605771303177}, {'value': ['flush'], 'probability': 0.010817098431289196}, {'value': ['update'], 'probability': 0.010359933599829674}]","[0.27737847, 0.3280287, 0.5305215, 0.280057, 0.41854778]",0.2644034628413042,"[{'value': ['set', 'position'], 'probability': 0.781914234161377}, {'value': ['set'], 'probability': 0.061667174100875854}, {'value': ['set', 'location'], 'probability': 0.059447553008794785}, {'value': ['move', 'to'], 'probability': 0.01860746741294861}, {'value': ['draw', 'string'], 'probability': 0.01788432151079178}, {'value': ['draw', 'point'], 'probability': 0.017438706010580063}, {'value': ['update'], 'probability': 0.014711466617882252}, {'value': ['set', 'line'], 'probability': 0.009833202697336674}, {'value': ['set', 'pos'], 'probability': 0.009389388374984264}, {'value': ['set', 'y'], 'probability': 0.009106584824621677}]","[0.8780586, 1.0, 0.8498627, 0.7490501, 0.6944482, 0.73171115, 0.41854778, 0.8864341, 0.63222605, 0.6731655]",0.8648140981420351
811,811,"public void setVertices(float[] vertices) {if (vertices.length < 4)throw new IllegalArgumentException(""polylines must contain at least 2 points."");this.localVertices = vertices;dirty = true;}
","public void [MASK](float[] vertices) {if (vertices.length < 4)throw new IllegalArgumentException(""polylines must contain at least 2 points."");this.localVertices = vertices;dirty = true;}
",setVertices,"[{'value': ['dirty'], 'probability': 0.8265540599822998}, {'value': ['paint'], 'probability': 0.04470299184322357}, {'value': ['clean'], 'probability': 0.021400347352027893}, {'value': ['flush'], 'probability': 0.0053841243498027325}, {'value': ['update'], 'probability': 0.005057458765804768}]","[0.27737847, 0.3280287, 0.5305215, 0.280057, 0.41854778]",0.2589101595298733,"[{'value': ['update'], 'probability': 0.3550117611885071}, {'value': ['set', 'vertices'], 'probability': 0.3255460262298584}, {'value': ['initialize'], 'probability': 0.1495455950498581}, {'value': ['copy'], 'probability': 0.12098795920610428}, {'value': ['init'], 'probability': 0.0336177833378315}, {'value': ['move'], 'probability': 0.003788213012740016}, {'value': ['merge'], 'probability': 0.0034027928486466408}, {'value': ['set'], 'probability': 0.0033374479971826077}, {'value': ['set', 'writer'], 'probability': 0.0027696292381733656}, {'value': ['set', 'geometry'], 'probability': 0.0019926796667277813}]","[0.41854778, 0.72098744, -0.15549803, 0.4086756, -0.2256778, 0.69789916, 0.38837323, 1.0, 0.7430619, 0.75857764]",0.41278037511351906
812,812,"public void setRotation(float degrees) {this.rotation = degrees;dirty = true;}
","public void [MASK](float degrees) {this.rotation = degrees;dirty = true;}
",setRotation,"[{'value': ['rotation'], 'probability': 0.3567188084125519}, {'value': ['rotate'], 'probability': 0.1299552023410797}, {'value': ['spin'], 'probability': 0.10031191259622574}, {'value': ['dirty'], 'probability': 0.044555313885211945}, {'value': ['flip'], 'probability': 0.0425068698823452}]","[0.35976806, 0.25362208, 0.44380715, 0.27737847, 0.26781073]",0.2295571692908432,"[{'value': ['set', 'rotation'], 'probability': 0.8883069753646851}, {'value': ['set', 'angle'], 'probability': 0.08661646395921707}, {'value': ['set', 'rotate'], 'probability': 0.013309389352798462}, {'value': ['rotate'], 'probability': 0.009183324873447418}, {'value': ['rotation'], 'probability': 0.0008404151303693652}, {'value': ['set', 'point'], 'probability': 0.0005283252685330808}, {'value': ['rotate', 'z'], 'probability': 0.0004042798245791346}, {'value': ['set', 'degrees'], 'probability': 0.0003172291035298258}, {'value': ['set', 'fixed'], 'probability': 0.00029673692188225687}, {'value': ['rotate', 'x'], 'probability': 0.0001969111617654562}]","[0.82436764, 0.79805154, 0.80678225, 0.25362208, 0.35976806, 0.9041962, 0.31964985, 0.7377369, 0.8758171, 0.41196513]",0.8159671319975003
813,813,"public void rotate(float degrees) {rotation += degrees;dirty = true;}
","public void [MASK](float degrees) {rotation += degrees;dirty = true;}
",rotate,"[{'value': ['dirty'], 'probability': 0.3278614580631256}, {'value': ['rotation'], 'probability': 0.07975517213344574}, {'value': ['spin'], 'probability': 0.0697830393910408}, {'value': ['flip'], 'probability': 0.049743909388780594}, {'value': ['clean'], 'probability': 0.04338277503848076}]","[-0.013947555, 0.5081053, 0.42980474, 0.3484812, 0.08204167]",0.0868382525987735,"[{'value': ['rotate'], 'probability': 0.9496268033981323}, {'value': ['rotate', 'x'], 'probability': 0.01869482919573784}, {'value': ['rotated'], 'probability': 0.009493215940892696}, {'value': ['rotate', 'z'], 'probability': 0.007245458196848631}, {'value': ['post', 'rotate'], 'probability': 0.0038052054587751627}, {'value': ['set', 'rotate'], 'probability': 0.003308662911877036}, {'value': ['set', 'angle'], 'probability': 0.003127969801425934}, {'value': ['set', 'rotation'], 'probability': 0.0019016838632524014}, {'value': ['degrees', 'to', 'radians'], 'probability': 0.0016603367403149605}, {'value': ['set', 'display', 'orientation'], 'probability': 0.001135766040533781}]","[1.0000001, 0.7111026, 0.8160544, 0.7643095, 0.75791264, 0.7761479, 0.423377, 0.46197718, 0.46195948, 0.33859074]",0.9850120314450688
814,814,"public void setScale(float scaleX, float scaleY) {this.scaleX = scaleX;this.scaleY = scaleY;dirty = true;calculateScaledLength = true;}
","public void [MASK](float scaleX, float scaleY) {this.scaleX = scaleX;this.scaleY = scaleY;dirty = true;calculateScaledLength = true;}
",setScale,"[{'value': ['dirty'], 'probability': 0.34647664427757263}, {'value': ['paint'], 'probability': 0.2527090609073639}, {'value': ['clean'], 'probability': 0.057500679045915604}, {'value': ['update'], 'probability': 0.029557209461927414}, {'value': ['write'], 'probability': 0.021816305816173553}]","[0.27737847, 0.3280287, 0.5305215, 0.41854778, 0.46259418]",0.2319695360052734,"[{'value': ['set', 'scale'], 'probability': 0.571398913860321}, {'value': ['scale'], 'probability': 0.18201594054698944}, {'value': ['set', 'scale', 'y'], 'probability': 0.11258617043495178}, {'value': ['resize'], 'probability': 0.08617327362298965}, {'value': ['scale', 'y'], 'probability': 0.04231542721390724}, {'value': ['get', 'scale', 'y'], 'probability': 0.004054774064570665}, {'value': ['set', 'transform'], 'probability': 0.0005327234393917024}, {'value': ['set', 'image'], 'probability': 0.0004635794321075082}, {'value': ['zoom'], 'probability': 0.0002741647476796061}, {'value': ['get', 'scale'], 'probability': 0.00018508097855374217}]","[0.8679152, 0.5270622, 0.73149675, -0.12730242, 0.4012328, 0.6125872, 0.85847646, 0.8435568, 0.123262465, 0.71960074]",0.6837234809407383
815,815,"public void scale(float amount) {this.scaleX += amount;this.scaleY += amount;dirty = true;calculateScaledLength = true;}
","public void [MASK](float amount) {this.[MASK]X += amount;this.[MASK]Y += amount;dirty = true;calculateScaledLength = true;}
",scale,"[{'value': ['count'], 'probability': 0.21008680760860443}, {'value': ['write'], 'probability': 0.05323987826704979}, {'value': ['calculate'], 'probability': 0.044376932084560394}, {'value': ['update'], 'probability': 0.040666211396455765}, {'value': ['add'], 'probability': 0.030418893322348595}]","[0.32451963, 0.25611737, 0.34814265, 0.24035312, 0.35819393]",0.1179325686118851,"[{'value': ['scale'], 'probability': 0.9772180914878845}, {'value': ['set', 'scale', 'y'], 'probability': 0.01987774297595024}, {'value': ['scale', 'y'], 'probability': 0.0012464888859540224}, {'value': ['translate'], 'probability': 0.0005378693458624184}, {'value': ['get', 'scale', 'y'], 'probability': 0.0003013277309946716}, {'value': ['scale', 'to'], 'probability': 0.00029133385396562517}, {'value': ['set', 'scale'], 'probability': 0.00016105486429296434}, {'value': ['zoom'], 'probability': 0.00015140761388465762}, {'value': ['resize'], 'probability': 0.00013040592602919787}, {'value': ['threshold'], 'probability': 8.420627273153514e-05}]","[1.0, 0.73816204, 0.6851739, 0.25966468, 0.6807686, 0.8169615, 0.8795647, 0.09637693, -0.031388633, 0.32768628]",0.9935077074672967
816,816,"public void calculateLength() {calculateLength = true;}
","public void [MASK]() {[MASK] = true;}
",calculateLength,"[{'value': ['run'], 'probability': 0.344075471162796}, {'value': ['test'], 'probability': 0.11357598751783371}, {'value': ['clear'], 'probability': 0.048438940197229385}, {'value': ['close'], 'probability': 0.040663447231054306}, {'value': ['execute'], 'probability': 0.019671155139803886}]","[0.18425731, 0.2221446, 0.2637654, 0.19541122, 0.32640627]",0.1157721131366004,"[{'value': ['set', 'properties'], 'probability': 0.5065385103225708}, {'value': ['start', 'document'], 'probability': 0.08823347836732864}, {'value': ['set', 'port'], 'probability': 0.07909846305847168}, {'value': ['set', 'alpha'], 'probability': 0.07214894145727158}, {'value': ['mark', 'read', 'only'], 'probability': 0.060504551976919174}, {'value': ['clear', 'buffer'], 'probability': 0.05422724410891533}, {'value': ['set', 'state'], 'probability': 0.03754706680774689}, {'value': ['set', 'attributes'], 'probability': 0.036699894815683365}, {'value': ['set', 'on'], 'probability': 0.03486167639493942}, {'value': ['set', 'source'], 'probability': 0.030140182003378868}]","[0.3617772, 0.2860968, 0.18571281, 0.31483135, 0.2721745, 0.28514668, 0.27867576, 0.44495982, 0.25944436, 0.32751533]",0.32354173400254915
817,817,"public void calculateScaledLength() {calculateScaledLength = true;}
","public void [MASK]() {[MASK] = true;}
",calculateScaledLength,"[{'value': ['run'], 'probability': 0.344075471162796}, {'value': ['test'], 'probability': 0.11357598751783371}, {'value': ['clear'], 'probability': 0.048438940197229385}, {'value': ['close'], 'probability': 0.040663447231054306}, {'value': ['execute'], 'probability': 0.019671155139803886}]","[0.18425731, 0.2221446, 0.2637654, 0.19541122, 0.32640627]",0.1157721131366004,"[{'value': ['set', 'proxy'], 'probability': 0.3137190639972687}, {'value': ['private', 'method'], 'probability': 0.11509478837251663}, {'value': ['execute'], 'probability': 0.10430912673473358}, {'value': ['start'], 'probability': 0.10216008871793747}, {'value': ['cancel'], 'probability': 0.08154541999101639}, {'value': ['enable', 'shift', 'lock'], 'probability': 0.07023771107196808}, {'value': ['pause'], 'probability': 0.06703714281320572}, {'value': ['prevent', 'default'], 'probability': 0.056070152670145035}, {'value': ['search', 'started'], 'probability': 0.04806589335203171}, {'value': ['cleanup'], 'probability': 0.041760608553886414}]","[0.27906772, 0.39752182, 0.32640627, 0.23255967, 0.21415363, 0.42026025, 0.23070048, 0.36177257, 0.1881472, 0.15489347]",0.2893504419504616
818,818,"public void dirty() {dirty = true;}
","public void [MASK]() {[MASK] = true;}
",dirty,"[{'value': ['run'], 'probability': 0.344075471162796}, {'value': ['test'], 'probability': 0.11357598751783371}, {'value': ['clear'], 'probability': 0.048438940197229385}, {'value': ['close'], 'probability': 0.040663447231054306}, {'value': ['execute'], 'probability': 0.019671155139803886}]","[0.3031067, 0.28861752, 0.3300263, 0.2461234, 0.16822143]",0.1663750590586946,"[{'value': ['invalidate', 'sizes'], 'probability': 0.8221737146377563}, {'value': ['clear', 'dirty'], 'probability': 0.05308552458882332}, {'value': ['dirty'], 'probability': 0.04870147258043289}, {'value': ['make', 'dirty'], 'probability': 0.034756481647491455}, {'value': ['set', 'dirty'], 'probability': 0.024557162076234818}, {'value': ['mark', 'dirty'], 'probability': 0.011115685105323792}, {'value': ['mark', 'as', 'dirty'], 'probability': 0.0019683281425386667}, {'value': ['mark', 'clean'], 'probability': 0.0015969008672982454}, {'value': ['invalidate'], 'probability': 0.0012305201962590218}, {'value': ['cancel', 'edit'], 'probability': 0.0008141343714669347}]","[0.056153655, 0.8300183, 1.0, 0.82810813, 0.8032483, 0.7373059, 0.66047746, 0.45485833, 0.011510638, 0.12222388]",0.19777484326779232
819,819,"public void translate(float x, float y) {this.x += x;this.y += y;dirty = true;}
","public void [MASK](float x, float y) {this.x += x;this.y += y;dirty = true;}
",translate,"[{'value': ['dirty'], 'probability': 0.6514471769332886}, {'value': ['paint'], 'probability': 0.14972342550754547}, {'value': ['clean'], 'probability': 0.07578545808792114}, {'value': ['flush'], 'probability': 0.010524633340537548}, {'value': ['update'], 'probability': 0.0068476214073598385}]","[0.09402056, 0.25365826, 0.18916787, 0.2182484, 0.31988624]",0.1180516310053808,"[{'value': ['translate'], 'probability': 0.94589763879776}, {'value': ['draw', 'line'], 'probability': 0.02717369794845581}, {'value': ['draw', 'text'], 'probability': 0.01319964975118637}, {'value': ['add', 'point'], 'probability': 0.0035418765619397163}, {'value': ['offset'], 'probability': 0.002688385546207428}, {'value': ['add', 'sample'], 'probability': 0.0023437561467289925}, {'value': ['add', 'value'], 'probability': 0.0016952169826254249}, {'value': ['fill', 'rect'], 'probability': 0.0011909109307453036}, {'value': ['add'], 'probability': 0.0011764932423830032}, {'value': ['set', 'y'], 'probability': 0.0010923672234639525}]","[0.99999994, 0.38276416, 0.54003173, 0.42170963, 0.45402622, 0.3929401, 0.52014273, 0.33544832, 0.40724388, 0.21405444]",0.9690563157477113
820,820,"public boolean contains(Vector2 point) {return false;}
","public boolean [MASK](Vector2 point) {return false;}
",contains,"[{'value': ['equals'], 'probability': 0.17448566854000092}, {'value': ['matches'], 'probability': 0.07082676887512207}, {'value': ['is'], 'probability': 0.054701097309589386}, {'value': ['match'], 'probability': 0.03269549086689949}, {'value': ['evaluate'], 'probability': 0.026566170156002045}]","[0.20414257, 0.28268832, 0.59498084, 0.21868116, 0.10717903]",0.0981851819032789,"[{'value': ['contains'], 'probability': 0.9302183985710144}, {'value': ['equals'], 'probability': 0.022271662950515747}, {'value': ['contains', 'point'], 'probability': 0.011651674285531044}, {'value': ['intersects'], 'probability': 0.009060997515916824}, {'value': ['contains', 'all'], 'probability': 0.006345395930111408}, {'value': ['is', 'visible'], 'probability': 0.005567209329456091}, {'value': ['contains', 'any'], 'probability': 0.004448851570487022}, {'value': ['is', 'special'], 'probability': 0.003834900911897421}, {'value': ['exists'], 'probability': 0.003780209459364414}, {'value': ['is', 'valid'], 'probability': 0.0028206489514559507}]","[0.99999994, 0.20414257, 0.83166873, 0.1944798, 0.8578542, 0.5924869, 0.83555686, 0.59247595, 0.5643323, 0.52945644]",0.9645754346182763
821,821,"public boolean contains(float x, float y) {return false;}protected void reset(long cPtr, boolean cMemoryOwn) {if (!destroyed)destroy();super.reset(swigCPtr = cPtr, cMemoryOwn);}
","public boolean [MASK](float x, float y) {return false;}protected void reset(long cPtr, boolean cMemoryOwn) {if (!destroyed)destroy();super.reset(swigCPtr = cPtr, cMemoryOwn);}
",contains,"[{'value': ['destroy'], 'probability': 0.47199496626853943}, {'value': ['destroyed'], 'probability': 0.4006097912788391}, {'value': ['equals'], 'probability': 0.009057269431650639}, {'value': ['contains'], 'probability': 0.0066872709430754185}, {'value': ['is'], 'probability': 0.006452451925724745}]","[0.20632207, 0.34317216, 0.20414257, 0.99999994, 0.59498084]",0.2472364388769819,"[{'value': ['contains'], 'probability': 0.6691766381263733}, {'value': ['begin', 'drag'], 'probability': 0.10800673812627792}, {'value': ['contains', 'point'], 'probability': 0.09494039416313171}, {'value': ['mouse', 'up'], 'probability': 0.05761425197124481}, {'value': ['long', 'press'], 'probability': 0.025279255583882332}, {'value': ['inside', 'grid'], 'probability': 0.01993025280535221}, {'value': ['set', 'position'], 'probability': 0.00893058255314827}, {'value': ['is', 'in', 'content', 'area'], 'probability': 0.006170701701194048}, {'value': ['equals'], 'probability': 0.005068035796284676}, {'value': ['hit'], 'probability': 0.004883136134594679}]","[0.99999994, 0.22810452, 0.83166873, 0.35764068, 0.3736163, 0.42162263, 0.383847, 0.63901615, 0.20414257, 0.21994543]",0.820705148661587
822,822,"public static long getCPtr(btDiscreteCollisionDetectorInterface obj) {return (obj == null) ? 0 : obj.swigCPtr;}
","public static long [MASK](btDiscreteCollisionDetectorInterface obj) {return (obj == null) ? 0 : obj.swigCPtr;}
",getCPtr,"[{'value': ['get'], 'probability': 0.08979557454586029}, {'value': ['evaluate'], 'probability': 0.03403036296367645}, {'value': ['update'], 'probability': 0.03265618905425072}, {'value': ['match'], 'probability': 0.032285768538713455}, {'value': ['process'], 'probability': 0.0319955013692379}]","[1.0, 0.40115592, 0.36048478, 0.4692583, 0.52250975]",0.1470874418295098,"[{'value': ['get', 'c', 'ptr'], 'probability': 1.0}, {'value': ['size'], 'probability': 1.054314235915399e-08}, {'value': ['get', 'flags'], 'probability': 8.130188966504193e-09}, {'value': ['get', 'type'], 'probability': 4.1625649593868275e-09}, {'value': ['get', 'id'], 'probability': 2.1514112713560962e-09}, {'value': ['get', 'base'], 'probability': 1.9387691452266154e-09}, {'value': ['get', 'first'], 'probability': 1.7844875577210928e-09}, {'value': ['height'], 'probability': 6.839201427411012e-10}, {'value': ['get', 'count'], 'probability': 3.1865962646371315e-10}, {'value': ['get', 'top'], 'probability': 3.1842023462402835e-10}]","[0.67619735, 0.43109724, 0.75727946, 0.8542828, 0.82231325, 0.8330182, 0.8991456, 0.30686238, 0.85928994, 0.8810721]",0.676197370010872
823,823,"protected void finalize() {if (!destroyed)destroy();super.finalize();}
","protected void [MASK]() {if (!destroyed)destroy();super.[MASK]();}
",finalize,"[{'value': ['destroy'], 'probability': 0.9733927249908447}, {'value': ['destroyed'], 'probability': 0.009544972330331802}, {'value': ['rebuild'], 'probability': 0.006175817456096411}, {'value': ['run'], 'probability': 0.0022894893772900105}, {'value': ['build'], 'probability': 0.0005107757169753313}]","[0.1432974, -0.044560697, 0.28834844, 0.09746272, 0.31560788]",0.1412244520043508,"[{'value': ['finalize'], 'probability': 0.9999464750289917}, {'value': ['dispose'], 'probability': 4.112516398890875e-05}, {'value': ['free', 'mem'], 'probability': 7.3835099101415835e-06}, {'value': ['on', 'destroy'], 'probability': 2.8894064598716795e-06}, {'value': ['is', 'handled'], 'probability': 8.069619070738554e-07}, {'value': ['remove', 'notify'], 'probability': 6.561280088135391e-07}, {'value': ['do', 'finalize'], 'probability': 1.9771378845234722e-07}, {'value': ['test', 'finalize'], 'probability': 1.6581098805090733e-07}, {'value': ['release'], 'probability': 1.544726728752721e-07}, {'value': ['tear', 'down'], 'probability': 8.362584225096725e-08}]","[1.0, 0.33868343, 0.14763913, 0.25811264, 0.09339231, 0.37095228, 0.704253, 0.67354965, 0.29516438, 0.11604035]",0.9999628643053813
824,824,"protected synchronized void delete() {if (swigCPtr != 0) {if (swigCMemOwn) {swigCMemOwn = false;CollisionJNI.delete_btDiscreteCollisionDetectorInterface(swigCPtr);}swigCPtr = 0;}super.delete();}
","protected synchronized void [MASK]() {if (swigCPtr != 0) {if (swigCMemOwn) {swigCMemOwn = false;CollisionJNI.[MASK]_btDiscreteCollisionDetectorInterface(swigCPtr);}swigCPtr = 0;}super.[MASK]();}
",delete,"[{'value': ['run'], 'probability': 0.7637612223625183}, {'value': ['start'], 'probability': 0.017680754885077477}, {'value': ['test'], 'probability': 0.016863981261849403}, {'value': ['clear'], 'probability': 0.016624538227915764}, {'value': ['execute'], 'probability': 0.010724716819822788}]","[0.13931048, 0.15163165, 0.14537679, 0.18840031, 0.33713183]",0.1182802469511359,"[{'value': ['delete'], 'probability': 1.0}, {'value': ['do', 'delete'], 'probability': 2.7106727973347233e-10}, {'value': ['delete', 'file'], 'probability': 9.954600338479835e-11}, {'value': ['remove'], 'probability': 7.5760224482746e-11}, {'value': ['move'], 'probability': 5.980566042396163e-11}, {'value': ['test', 'delete'], 'probability': 5.413420059441343e-11}, {'value': ['delete', 'by', 'id'], 'probability': 2.8741738156146113e-11}, {'value': ['abort'], 'probability': 1.7666821131023802e-11}, {'value': ['delete', 'row'], 'probability': 9.944252886417981e-12}, {'value': ['clear'], 'probability': 5.664530042942539e-12}]","[1.0, 0.7730317, 0.8637192, 0.5385779, 0.24743508, 0.7130186, 0.68815297, 0.26680696, 0.76140904, 0.18840031]",1.0000000004228538
825,825,"protected void reset(long cPtr, boolean cMemoryOwn) {if (!destroyed)destroy();super.reset(swigCPtr = cPtr, cMemoryOwn);}
","protected void [MASK](long cPtr, boolean cMemoryOwn) {if (!destroyed)destroy();super.[MASK](swigCPtr = cPtr, cMemoryOwn);}
",reset,"[{'value': ['destroy'], 'probability': 0.9115408658981323}, {'value': ['destroyed'], 'probability': 0.0691232979297638}, {'value': ['rebuild'], 'probability': 0.004925813991576433}, {'value': ['save'], 'probability': 0.0026005508843809366}, {'value': ['run'], 'probability': 0.001220924430526793}]","[0.0852853, -0.009507184, 0.19255844, 0.15556529, 0.1346719]",0.0786013536722733,"[{'value': ['reset'], 'probability': 0.9976670742034912}, {'value': ['reinit'], 'probability': 0.0007650359184481204}, {'value': ['destroy'], 'probability': 0.0004842917260248214}, {'value': ['stop'], 'probability': 0.0004195002547930926}, {'value': ['clear'], 'probability': 0.00021948434005025774}, {'value': ['start'], 'probability': 0.00013255604426376522}, {'value': ['shutdown'], 'probability': 0.0001189266549772583}, {'value': ['restart'], 'probability': 8.343072840943933e-05}, {'value': ['mark'], 'probability': 5.742608482250944e-05}, {'value': ['abort'], 'probability': 5.2347619202919304e-05}]","[1.0, 0.0, 0.0852853, 0.1610944, 0.10589813, 0.23268494, 0.25621086, 0.38693747, 0.12411288, 0.21679178]",0.9979112717127002
826,826,"public static long getCPtr(Result obj) {return (obj == null) ? 0 : obj.swigCPtr;}
","public static long [MASK](Result obj) {return (obj == null) ? 0 : obj.swigCPtr;}
",getCPtr,"[{'value': ['execute'], 'probability': 0.07308526337146759}, {'value': ['get'], 'probability': 0.06875265389680862}, {'value': ['read'], 'probability': 0.045191116631031036}, {'value': ['run'], 'probability': 0.04492563754320145}, {'value': ['process'], 'probability': 0.03707852214574814}]","[0.37713256, 1.0, 0.5726487, 0.65114945, 0.52250975]",0.1708213148224402,"[{'value': ['get', 'c', 'ptr'], 'probability': 1.0}, {'value': ['size'], 'probability': 1.3522488018224976e-08}, {'value': ['get', 'flags'], 'probability': 1.1335480998297953e-08}, {'value': ['get', 'type'], 'probability': 5.808411085439502e-09}, {'value': ['get', 'first'], 'probability': 3.341144250157413e-09}, {'value': ['get', 'id'], 'probability': 2.9305406989976746e-09}, {'value': ['get', 'base'], 'probability': 1.5281417242718476e-09}, {'value': ['height'], 'probability': 7.848679484112608e-10}, {'value': ['get', 'count'], 'probability': 3.9741579471730404e-10}, {'value': ['get', 'geometry', 'type'], 'probability': 3.81608300514813e-10}]","[0.67619735, 0.43109724, 0.75727946, 0.8542828, 0.8991456, 0.82231325, 0.8330182, 0.30686238, 0.85928994, 0.69490284]",0.6761973769101498
827,827,"protected void finalize() {if (!destroyed)destroy();super.finalize();}
","protected void [MASK]() {if (!destroyed)destroy();super.[MASK]();}
",finalize,"[{'value': ['destroy'], 'probability': 0.9733927249908447}, {'value': ['destroyed'], 'probability': 0.009544972330331802}, {'value': ['rebuild'], 'probability': 0.006175817456096411}, {'value': ['run'], 'probability': 0.0022894893772900105}, {'value': ['build'], 'probability': 0.0005107757169753313}]","[0.1432974, -0.044560697, 0.28834844, 0.09746272, 0.31560788]",0.1412244520043508,"[{'value': ['finalize'], 'probability': 0.9999464750289917}, {'value': ['dispose'], 'probability': 4.112516398890875e-05}, {'value': ['free', 'mem'], 'probability': 7.3835099101415835e-06}, {'value': ['on', 'destroy'], 'probability': 2.8894064598716795e-06}, {'value': ['is', 'handled'], 'probability': 8.069619070738554e-07}, {'value': ['remove', 'notify'], 'probability': 6.561280088135391e-07}, {'value': ['do', 'finalize'], 'probability': 1.9771378845234722e-07}, {'value': ['test', 'finalize'], 'probability': 1.6581098805090733e-07}, {'value': ['release'], 'probability': 1.544726728752721e-07}, {'value': ['tear', 'down'], 'probability': 8.362584225096725e-08}]","[1.0, 0.33868343, 0.14763913, 0.25811264, 0.09339231, 0.37095228, 0.704253, 0.67354965, 0.29516438, 0.11604035]",0.9999628643053813
828,828,"protected synchronized void delete() {if (swigCPtr != 0) {if (swigCMemOwn) {swigCMemOwn = false;CollisionJNI.delete_btDiscreteCollisionDetectorInterface_Result(swigCPtr);}swigCPtr = 0;}super.delete();}
","protected synchronized void [MASK]() {if (swigCPtr != 0) {if (swigCMemOwn) {swigCMemOwn = false;CollisionJNI.[MASK]_btDiscreteCollisionDetectorInterface_Result(swigCPtr);}swigCPtr = 0;}super.[MASK]();}
",delete,"[{'value': ['run'], 'probability': 0.7949845194816589}, {'value': ['start'], 'probability': 0.016107074916362762}, {'value': ['clear'], 'probability': 0.014962629415094852}, {'value': ['test'], 'probability': 0.013722403906285763}, {'value': ['execute'], 'probability': 0.010519727133214474}]","[0.13931048, 0.15163165, 0.18840031, 0.14537679, 0.33713183]",0.1215524346289536,"[{'value': ['delete'], 'probability': 1.0}, {'value': ['do', 'delete'], 'probability': 2.7106727973347233e-10}, {'value': ['delete', 'file'], 'probability': 9.954600338479835e-11}, {'value': ['remove'], 'probability': 7.5760224482746e-11}, {'value': ['move'], 'probability': 5.980566042396163e-11}, {'value': ['test', 'delete'], 'probability': 5.413420059441343e-11}, {'value': ['delete', 'by', 'id'], 'probability': 2.8741738156146113e-11}, {'value': ['abort'], 'probability': 1.7666821131023802e-11}, {'value': ['delete', 'row'], 'probability': 9.944252886417981e-12}, {'value': ['clear'], 'probability': 5.664530042942539e-12}]","[1.0, 0.7730317, 0.8637192, 0.5385779, 0.24743508, 0.7130186, 0.68815297, 0.26680696, 0.76140904, 0.18840031]",1.0000000004228538
